,userid,content,predict
531,5532909,2.2014年5月，山寨网银及山寨微信大量窃取网银信息：山寨网银和山寨微信客户端，伪装成正常网银客户端的图标、界面，在手机软件中内嵌钓鱼网站，欺骗网民提交银行卡号、身份证号、银行卡有效期等关键信息，同时，部分手机病毒可拦截用户短信，中毒用户面临网银资金被盗的风险,2
532,5532909,3.2014年6月，免费WiFi存陷阱，窃取用户手机中的敏感信息：黑客通过公共场所免费WiFi诱导用户链接而获取手机中银行卡、支付宝等账户信息从而盗取资金的消息，引发了网民对于免费WiFi安全性的担忧,2
533,5532909,4.2014年8月12日，1400万快递数据遭贩卖：警方破获了一起信息泄露案件，犯罪嫌疑人通过快递公司官网漏洞，登录网站后台，然后再通过上传（后门）工具就能获取该网站数据库的访问权限，获取了1400万条用户信息，除了有快递编码外，还详细记录着收货和发货双方的姓名、电话号码、住址等个人隐私信息，而拿到这些数据仅用了20秒的时间,2
534,5532909,5.2014年9月，美国家得宝公司确认其支付系统遭到网络攻击：将近有5600万张银行卡的信息被盗，这比去年发生在Target的客户银行卡数据被盗事件还要严重,2
535,5532909,注册名：当我们在网络上注册ID的时候，很容易暴露我们的身份信息,3
536,5532909,禁用cookies：网站搜集用户数据主要利用cookies，这是计算机自带的一项功能，用于辨别用户的身份,2
537,5532909,调整Cookie的安全级别，并作相应清理,2
538,5532909,多个邮箱：如果你频繁使用同一个邮箱在不同网站进行操作，数据挖掘和分析最终还是能找到你,2
539,5532909,在不同社交网站上使用不同姓名和邮箱能有效提高防止被机器认出的概率,2
540,5532909,不要主动上传敏感信息杜绝手机流氓软件：这种软件会后台默默上传你的通话记录和聊天短信等，而且能巧妙的避过杀毒软件的查杀,2
541,5532909,文件处理：电脑用户在删除文件以及处理废弃电脑时，一定要注意使用以下方法，对文件和电脑硬盘进行不可恢复性处理,2
542,5532909,完善法律：对个人来讲，要靠自觉与小心来防止隐私泄露,2
543,5532909,对国家和政府而言，加强立法，完善隐私保护机制是十分必要和有效的,2
544,5532909,"信息搜集制度改革：网站向用户收集资料,其目的是要对该信息的利用",2
545,5532909,对于一些对网站运营无用的信息，应该把选择权交回用户手中，让用户自己选择是否开放自己的信息,2
546,5532909,技术进步：信息在疯狂爆炸，然而防止隐私泄露的技术还是裹步不前,2
547,5532909,像PrivacyMark和TrackerScan这样的网络安全工具还有很大的上升空间,2
548,5532909,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
549,5532909,该域名对应的实际IP地址：114.215.217.115,2
550,5532909,计算机：终端传输媒体：传输通道网络适配器：局域网中连接计算机和传输介质的接口，不仅能实现与局域网传输介质之间的物理连接和电信号匹配，还涉及帧的发送与接收、帧的封装与拆封、介质访问控制、数据的编码与解码以及数据缓存的功能等,1
551,5532909,网络连接设备：把网络中的通信线路连接起来网络操作系统：向网络计算机提供服务,2
552,5532909,因特网所采用的网络协议是TCP/IP协议,2
553,5532909,UDP协议：用户数句包协议ICMP协议：控制报文协议ARP协议：地址解析协议SOCKET协议：套接字,2
554,5532909,OSI模型将计算机网络通信协议分为以下七层：第一层:物理层(PhysicalLayer)规定通信设备的机械的、电气的、功能的和规程的特性，在这一层，数据的单位称为比特(bit),1
555,5532909,物理层的主要设备:中继器、集线器、适配器,1
556,5532909,第二层:数据链路层(DataLinkLayer)在物理层提供比特流服务的基础上，建立相邻结点之间的数据链路,2
557,5532909,该层的作用包括:物理地址寻址、数据的成帧、流量控制、数据的检错、重发等,2
558,5532909,在这一层，数据的单位称为帧(frame),1
559,5532909,数据链路层主要设备:二层交换机、网桥第三层:网络层(Networklayer)在计算机网络中进行通信的两个计算机之间可能会经过很多个数据链路，也可能还要经过很多通信子网,1
560,5532909,在这一层，数据的单位称为数据包(packet),2
561,5532909,网络层协议的代表包括:IP、IPX、RIP、ARP、RARP、OSPF等,1
562,5532909,网络层主要设备:路由器第四层:传输层(Transportlayer)数据单元也称作处理信息的传输层(Transportlayer),1
563,5532909,"但是，当你谈论TCP等具体的协议时又有特殊的叫法，TCP的数据单元称为段(segments)而UDP协议的数据单元称为""数据报(datagrams)""",2
564,5532909,传输层协议的代表包括:TCP、UDP、SPX等,3
565,5532909,第五层:会话层(Sessionlayer)这一层也可以称为会晤层或对话层，在会话层及以上的高层次中，数据传送的单位不再另外命名，统称为报文,1
566,5532909,第六层:表示层(Presentationlayer)这一层主要解决用户信息的语法表示问题,1
567,5532909,第七层:应用层(Applicationlayer)应用层为操作系统或网络应用程序提供访问网络服务的接口,1
568,5532909,应用层协议的代表包括:Telnet、FTP、HTTP、SNMP等,2
569,5532909,在OSI/RM参考模型的基础上进行简化，有了现在使用的TCP/IP体系结构，TCP/IP体系结构对应OSI/RM参考模型的七层结构简化为四层结构，分别为：网络接口层、网际层、传输层、应用层,1
570,5532909,电子商务技术是利用计算机技术、网络技术和远程通信技术，实现整个商务过程中的电子化、数字化和网络化技术,2
571,5532909,电子商务采用的主要安全技术手段：防火墙技术、数据加密技术、数字签名技术,2
572,5532909,采样：在时间轴上对信号数字化；量化：在幅度轴上对信号数字化；编码：按一定格式记录采样和量化后的数字数据,2
573,5532909,编码的过程首先用一组脉冲采样时钟信号与输入的模拟音频信号相乘，相乘的结果即输入信号在时间轴上的数字化,2
574,5532909,然后对采样以后的信号幅值进行量化,2
575,5532909,最简单的量化方法是均衡量化，这个量化的过程由量化器来完成,2
576,5532909,对经量化器A/D变换后的信号再进行编码，即把量化的信号电平转换成二进制码组，就得到了离散的二进制输出数据序列x(n)，n表示量化的时间序列，x(n)的值就是n时刻量化后的幅值，以二进制的形式表示和记录,2
577,5532909,图像压缩分为有损压缩和无损压缩，各有其优缺点,2
578,5532909,有损压缩的画质会有些许的失真，但文件占用内存较小；无损压缩画质清晰，但文件会较大，具体应用要依照不同情况分析,2
579,5532909,矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差，如图所示是放大了4倍的矢量图效果,2
580,5532909,如徽标、美工插图、工程绘图,2
581,5532909,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大,1
582,5532909,构成位图的最小单位是象素，位图就是由象素阵列的排列来实现其显示效果的，每个象素有自己的颜色信息，在对位图图像进行编辑操作的时候，可操作的对象是每个象素，我们可以改变图像的色相、饱和度、明度，从而改变图像的显示效果,1
583,5532909,位图图像的清晰度与分辨率有关,2
584,5532909,对位图图像进行放大时，放大的只是像素点，位图图像的四周会出现锯齿状,2
585,5532909,广泛应用在照片和绘图图像中,2
586,5532909,计算机系统的外部设备，包括输入设备中的键盘、鼠标器、扫描仪、数码相机和语音输入系统、手写输入系统、IC卡输入系统，输出设备中的显示系统、各种打印机和绘图仪，软盘存储器、硬盘存储器、外存储设备，多媒体设备中的光盘驱动器、声卡、音箱、视频卡、电视接收卡、SCSI卡及摄像头等多媒体适配器,1
587,5532909,多媒体计算机系统由多媒体计算机硬件和多媒体计算机软件两部分组成主要硬件：主机、软盘驱动器、硬盘驱动器、显示器、网卡之外，还要有音频信息处理硬件、视频信息处理硬件及光盘驱动器等部分,1
588,5532909,软件：多媒体计算机的操作系统必须在原基础上扩充多媒体资源管理与信息处理的功能,2
589,5532909,多媒体编辑工具包括字处理软件、绘图软件、图像处理软件、动画制作软件、声音编辑软件以及视频编辑软件,2
590,5532909,计算机主要媒体类型及各自的用途如下：(1)文本:由语言文字和符号字符组成的数据文件,2
591,5532909,可以表达文字信息，说明的更加清楚,2
592,5532909,(2)图像:通过描述画面中各个像素的亮度和颜色等组成的数据文件,1
593,5532909,也叫点位图或位图图像,2
594,5532909,表达实际事物,2
595,5532909,(3)图形:矢量图形的简称,1
596,5532909,即生成一幅图形由数学方法组成的数据文件,2
597,5532909,一般可将图形看作是图像的抽象,2
598,5532909,(4)动画:将静态的图像、图形及连环图画等按一定时间顺序显示而形成连续的动态画面,4
599,5532909,人为创造的表现形式,2
600,5532909,(5)音频:声音信号，即相应于人类听觉可感知范围内的频率,1
601,5532909,(6)视频:可视信号，即计算机屏幕上显示出来的动态信息，如动态图形、动态图像、动画等,2
602,5532909,查询类型：1、选择查询：在查询设计器中，给出查询条件2、参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果,2
603,5532909,这种查询完全由用户控制,2
604,5532909,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件,2
605,5532909,分为单参数和多参数，在条件行写[参数内容]3、操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作,2
606,5532909,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果,2
607,5532909,4、交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的,2
608,5532909,方便分析和使用,2
609,5532909,可采取交叉别查询向导和设计视图完成,2
610,5532909,主要设计过程：确定创建数据库的目的、确定数据库中需要的表、确定该表中需要的字段、确定主关键字和确定表之间的关系等步骤,2
611,5532909,1.设置字段的输入掩码：用来限制用户输入数据的格式，并可对数据输入做更多的控制以保证输入正确的数据,2
612,5532909,可使用掩码向导，也可自定义输入掩码,2
613,5532909,2.设置有效性规则和有效性文本：输入数据时有时需要限定输入数据的内容，这些通过设置有效性规则和有效性文本实现,2
614,5532909,3.默认值：添加新记录时自动向此字段分配指定值,1
615,5532909,1、文本型：用来存放字符串数据，存放最大长度为255个字符,2
616,5532909,设置字段大小属性可设置能输入的最大字符个数,2
617,5532909,包含文本或数字文本，其中文本型数字不能进行计算,2
618,5532909,2、数字型：数学计算的数值数据，用来存储由整数、实数等可以进行计算的数据,2
619,5532909,可以分为整型、长整型、单精度型、双精度型等,2
620,5532909,3、备注型：包含长度在64000个字符内的文本字符串，应用于长文本,2
621,5532909,4、日期和时间：表示从50年到9999年之间的任意日期和时间，用于存放日期和时间数据,2
622,5532909,5、货币型：小数点左达到15位，小数点右达到44位，货币计算,2
623,5532909,6、是否型：取“是”或“否”之一的逻辑值，只含两值之一的数据,2
624,5532909,7、计算字段：用于计算的结果,2
625,5532909,计算时必须引用同一张表中的其他字段,2
626,5532909,8、附件型：任何受支持的文件类型,2
627,5532909,它可以将图像、电子表格文件、文档、图表等各种文件附加到数据库记录中,2
628,5532909,9、OLE对象：用于存放图片等二进制信息,2
629,5532909,10、自动编号型：追加记录时能自动填充的一系列数字一般用于主关键字,2
630,5532909,11、超级链接型：链接到其它文档、URL或文档内某个位置邮箱、网址和文档,2
631,5532909,建表方法：1、使用设计器创建表2、使用数据表视图创建表3、通过数据导入创建表建表要素：字段名称、数据类型、字段大小三种视图模式：列表视图、设计视图、数据表视图,2
632,5532909,数据库逻辑模型的作用：逻辑建模是数据仓库实施中的重要一环，它能直接反映出业务部门的需求，同时对系统的物理实施有着重要的指导作用，它的作用在于可以通过实体和关系勾勒出企业的数据蓝图,2
633,5532909,数据库逻辑模型的主要构成：层状模型、网状模型、关系模型三种模型,2
634,5532909,数据库概念模型的作用：1、收集信息2、标识对象3、建立对象间的关系4、标识对象信息模型,2
635,5532909,数据库系统的基本特点:?数据共享性、数据冗余度小、数据一致性、具有数据完整性措施、可以采用交互式或程序方式操作,2
636,5532909,数据库系统的主要构成：DBS数据库系统=OS操作系统+DB数据库+DBMS数据库管理系统+DBA数据库管理员,2
637,5532909,1.人工管理阶段：特点：§数据在计算机内部不保留§无数据管理软件，数据的管理由应用程序完成§数据是面向应用的，一组数据对应一个应用程序，数据冗余大而且不共享§数据不具独立性，完全依赖于应用程序§数据无结构§数据控制能力：应用程序自己控制2.文件管理阶段：特点：特点：数据可长期保存在外存上,2
638,5532909,n数据与程序有了一定的独立性，但独立性差，数据的逻辑结构改变必须修改应用程序,2
639,5532909,n数据访问按文件名，存取以记录为单位，共享性差、冗余度大n记录内有结构，整体无结构n数据控制能力：应用程序自己控制3.数据库管理阶段：特点：数据结构化v数据的共享性高，冗余度低，易扩充v数据独立性高v数据由DBMS统一管理和控制,2
640,5532909,把目标程序转变成可执行文件的过程叫（）,2
641,5532909,演示稿制作时，动画设计增添动感、带来视觉享受，给人美观，很容易了解演示文稿内容,2
642,5532909,用好动画的原则是根据演示文稿的内容恰当的使用动画，使演示文稿更加具有感染力和表现力,2
643,5532909,1：创建一个演示文稿，选择设计模板,2
644,5532909,2：为幻灯片选择并应用设计模板,2
645,5532909,3：插入一个新幻灯片，上网搜索关于家乡的文字介绍,2
646,5532909,4：在网上搜索关于家乡的图片，包括风景、花卉、特产等,2
647,5532909,并插入到新幻灯片上,2
648,5532909,5：为幻灯片上的对象设置动画效果,2
649,5532909,6：设置不同幻灯片之间的切换效果,2
650,5532909,次要坐标轴可以更精确的定位图标的X，Y轴，可以更清晰的分析数据,2
651,5532909,更加准确,2
652,5532909,选中图表，在上方出现图表工具，选择布局选项卡，在坐标轴组中，选择主要横纵坐标轴，选取需要的一项即可,2
653,5532909,?（问号）表示任何单个字符例如，sm?th查找“smith”和“smyth”*（星号）表示任何字符数例如，*east查找“Northeast”和“Southeast”~（波形符）表示后跟?、*或~问号、星号或波形符,2
654,5532909,主要可以采用鼠标操作或键盘操作，键盘操作一般要采用组合键,2
655,5532909,具体操作如下：选定一个单词：在要选定的单词中双击鼠标选定一个句子：按住Ctrl，单击句中任意位置选定一行：在该行的文本选择区单击鼠标或Shift+End选定连续多行：在文本选择区单击第一行并拖到最后一行选定一个段落：双击该段对应的文本选择区或在段落中任意处三击选定任意连续文本：使用鼠标从文本的第一个字符拖动到最后一个字符选定整个文档：在文本选择区的任意位置三击鼠标或Ctrl+A选定矩形文本区：按住Alt，使用鼠标从选定区域的左上角拖动到右下角,2
656,5532909,图文混排:就是将文字与图片混合排列，图片在文字周围、下方、上方等,1
657,5532909,"有9周环绕方式：1.""顶端居左，四周型文字环绕""2.""顶端居中，四周型文字环绕""3.""顶端居右，四周型文字环绕""4.""中间居左，四周型文字环绕""5.""中间居中，周型文字环绕""6.""中间居右，四周型文字环绕""7.""底端居左，四周型文字环绕""8.""底端居中，四周型文字环绕""9.""底端居右，四周型文字环绕""",2
658,5532909,格式刷：格式刷位于“格式”工具栏上，就是一把“刷子”,1
659,5532909,用它“刷”格式，可以快速将指定段落或文本的格式延用到其他段落或文本上,1
660,5532909,样式：属于已经预设好的内容，直接套用，方便简洁，节约时间,1
661,5532909,节：文本的章节，便于不同格式的排版与阅读文档,2
662,5532909,分为分页符和分节符,2
663,5532909,分栏：一个页面分开多个版面，节约版面，易阅读查看,1
664,5532909,项目符号：放在文本或图形前以添加强调效果的点或其他符号,2
665,5532909,编号：给顺序号作为一种识别的方法，文本编号易于阅读，查看分析而且非常整齐,2
666,5532909,WORD中的以下文档视图：页面视图：此视图为文档默认视图，显示的文档页面与打印时完全相同.,2
667,5532909,阅读视图：可自由调节页面显示比例，列宽和布局，导航搜索，更改页面颜色，不允许对文档编,2
668,5532909,WEB版式视图：类似网页，不显示页码和章节号信息，超链接显示为带下划线文,2
669,5532909,大纲视图：显示文档的大纲，可创建大纲并检查WORD文档结构，进行文本“升级”,2
670,5532909,草稿视图：不显示页眉，页脚等信,2
671,5532909,批注：对部分文字或操作（删除、增加文字等）进行注解、诠释,1
672,5532909,修订：修订是指修改格式、删除或增加内容,3
673,5532909,修订也是一种操作，所以修订的过程在修订完成后也将以批注的形式在文段附近展示,2
674,5532909,段落格式的主要设置内容：段落缩进、段落对齐、段落间距和行距、首字下沉、项目符号和段落编号、边框和底纹,2
675,5532909,字符格式的主要设置内容：字体，字号，字型的设置(加粗、下划线、倾斜)，颜色、字符间距、缩放比例、文字效果、底纹、边框等,2
676,5532909,记事本只能输入文字，不能插入图片，文件格式txt,2
677,5532909,记事本用于纯文本文档的编辑，功能没有写字板强大，适于编写一些篇幅短小的文件，由于它使用方便、快捷，应用也是比较多的写字板是windows自带的缩水版word，有基本功能，格式rtf或txt,1
678,5532909,“写字板”是一个使用简单，但却功能强大的文字处理程序，用户可以利用它进行日常工作中文件的编辑,1
679,5532909,它不仅可以进行中英文文档的编辑，而且还可以图文混排，插入图片、声音、视频剪辑等多媒体资料,2
680,5532909,"Word具有强大的文字编辑能力,功能最为强大",2
681,5532909,支持文字、图片、表格等的混合编辑,1
682,5532909,程序设计是数据结构的基础和实现方法,2
683,5532909,数据结构完全可以只讲数据的存储方法和算法的逻辑逻辑过程，可以不涉及具体实现过程，在实现一种数据的存储和一个算法的求解过程时，你可以选择应用不同的程序设计语言来达到目的，同一个算法，既可以使用VB实现，也可以选择C、C++、JAVA、或者C#来实现，而在选定某一工具来实现算法时，程序设计的具体指令和方法是由所选择的程序设计语言的语法决定,2
684,5532909,顺序结构：从上而下，一条一条的执行,2
685,5532909,选择结构：又分为单分支选择、双分支选择、多分支选择,2
686,5532909,循环结构：又分直型循环和当型循环,2
687,5532909,c/c++主要是底层的开发，比如操作系统或大型游戏，执行效率高vb界面化，简单，初学者入门的语言，执行速度慢，可以用于一些应用程序dephi，界面化，主要用于桌面软件的编写，有时还是编写木马的选择,4
688,5532909,java，目前用于大型企业的网页开发系统或手机平台游戏上，开发效率高c#，主要用于编写.asp网页的管理系统，语法与c类似,2
689,5532909,Frontpage、Dreamweaver（html或htm、asp）：网页制作软件Excel（xls）：电子表格统计和制作软件Access（mdb）：数据库管理软件Powerpoint（ppt）：课件制作软件Photoshop（psd）：图片编辑软件flash（flc）：动画制作和编辑软件Glodwave（wav）：声音编辑软件会声会影（avi）：视频编辑软件Word（doc）：文字编辑和处理软件InternetExplorer（简称IE）：网页浏览器Foxmail、OutlookExpress：电子邮件收发软件,2
690,5532909,Windows的主要附件工具及其功能：录音机：记录录制声音,2
691,5532909,计算器：科学计算机功能,1
692,5532909,记事本：编辑文本文件,1
693,5532909,画板：用来画图及存储屏幕打印图片,2
694,5532909,系统工具：进行磁盘清理和碎片整理,2
695,5532909,Windows主要鼠标动作和作用：1、左键单击、双击打开或关闭或最小化目标文件或文件夹和网页,2
696,5532909,2、右键单击激活属性等其它快捷功能,2
697,5532909,3、滚轮拉动滚动条,2
698,5532909,一般窗口的组成有：标题栏、菜单栏、工具栏、工作区、状态栏和边框,1
699,5532909,DOS操作系统及特点：最早的操作系统，特点是命令提示界面进行运行管理，在操作系统中占有很重要的地位,2
700,5532909,"（单用户、单任务、命令行界面）UNIX操作系统及特点：（1）良好的可移植性（2）多用户、多任务（3）内核短小精悍（4）采用树形结构的文件系统（5）把设备如同文件一样对待（6）安全机制完善（7）提供了丰富的网络功能（8）有图形用户界面和命令行操作界面Windows操作系统及特点：（1）多任务处理（2）图形用户界面（3）有效的内存管理（4）支持多种文件系统格式（FAT32,NTFS)（5）支持多媒体应用（6）支持网络应用Linux操作系统及特点：Linux是源代码公开，可以免费获得的自由软件",3
701,5532909,多用户、多任务的操作系统,3
702,5532909,UNIX系统提供了命令行方式的用户界面，Linux沿用了这个传统界面形式,2
703,1817580,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",2
704,1817580,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
705,1817580,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",2
706,1817580,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
707,1817580,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,1
708,5251364,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",2
709,5251364,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
710,5251364,磁盘工具软件作用：对硬盘及时维护、备份，使系统保持稳定,1
711,5251364,比如：分区魔术师，还原精灵等,2
712,5251364,汉化翻译作用：进行各类语言翻译，并将其转换为汉文使人得以看懂，不必学习很多语言也能通过翻译理解,2
713,5251364,比如：金山快译，金山词霸等,2
714,5251364,压缩工具软件作用：便于文件存储和数据传输,2
715,5251364,比如：WinRAR，WinZip等,2
716,5251364,下载工具作用：下载所需资源,2
717,5251364,比如：BT下载，迅雷，快车，电驴，QQ旋风等,2
718,5251364,聊天工具作用：与人沟通交流,2
719,5251364,比如：腾讯QQ，MSN，新浪UC，ICQ，阿里旺旺等,2
720,5251364,安全工具作用：抵御病毒，查杀有害病毒，采取措施把损失降到最低，使计算机正常工作,2
721,5251364,分为杀毒软件和防火墙,2
722,5251364,比如：360杀毒，金山毒霸，卡巴斯基，瑞星，百度杀毒等，金山网镖、瑞星个人防火墙等,2
723,5251364,光盘刻录作用：电脑里暂时不用的软件比较占空间的刻录到光盘，节省电脑的空间，把重要数据备份，按自己喜好选择性的收藏,2
724,5251364,比如：刻录工具Nero，刻录音乐，视频等,2
725,5251364,多媒体工具作用：播放视频，音乐等娱乐，阅读浏览图片处理制作，浏览网页,2
726,5251364,比如：影音风暴，酷狗，ACDSee，红蜻蜓抓图精灵，超星阅览器，搜狗高速浏览器等,2
727,5251364,"<xmlnamespaceprefix=""o""ns=""urn:schemas/microsoft/com:office:office"">",2
728,5251364,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,1
729,5251364,(1)用备份技术来提高数据恢复时的完整性,2
730,5251364,备份工作可以手工完成，也可以自动完成,2
731,5251364,现有的操作系统一般都带有比较初级的备份系统，如果对备份要求高，应购买专用的系统备份产品,2
732,5251364,由于备份本身含有不宜公开的信息，备份介质也是偷窃者的目标，因此，计算机系统允许用户的某些特别文件不进行系统备份，而做涉密介质备份,2
733,5251364,"<xmlnamespaceprefix=""o""ns=""urn:schemas/microsoft/com:office:office"">(2)防病毒",2
734,5251364,定期检查网络系统是否被感染了计算机病毒，对引导软盘或下载软件和文档应加以安全控制，对外来软盘在使用前应进行病毒诊断,2
735,5251364,同时要注意不断更新病毒诊断软件版本，及时掌握、发现正在流行的计算机病毒动向，并采取相应的有效措施,2
736,5251364,(3)补丁程序,2
737,5251364,及时安装各种安全补丁程序，不要给入侵者以可乘之机,2
738,5251364,(4)提高物理环境安全,2
739,5251364,保证计算机机房内计算机设备不被盗、不被破坏，如采用高强度电缆在计算机机箱穿过等技术措施,2
740,5251364,(5)在局域网中安装防火墙系统,2
741,5251364,防火墙系统包括软件和硬件设施，平时需要加以监察和维护,2
742,5251364,(6)在局域网中安装网络安全审计系统,2
743,5251364,在要求较高的网络系统中，网络安全审计系统是与防火墙系统结合在一起作为对系统安全设置的防范措施,2
744,5251364,"(7)仔细阅读""系统日志""",2
745,5251364,对可疑活动一定要仔细分析，如有人在试图访问一些不安全的服务端口，利用Finger、Tftp或用Debug手段访问用户邮件服务器等,2
746,5251364,对此系统管理员应加以关注和分析,2
747,5251364,(8)加密,2
748,5251364,加密的方法很多可视要求而定，如:通讯两端设置硬件加密机、对数据进行加密预处理等,2
749,5251364,2014年6月，“超级网银”授权漏洞风波爆发，安徽的陈女士在网购时被骗子诱导进行了“超级网银”授权支付操作，短短24秒内10万元被骗,2
750,5251364,事实上，“超级网银”是一种标准化跨银行网上金融服务产品，能方便用户实时跨行管理不同的银行账户,2
751,5251364,问题在于一旦有不法分子恶意利用“超级网银”，就可以将对方账户余额全部偷走,2
752,5251364,业内评论指出，银行的风险提示和安全防护能力仍有待加强，用户的风险防范意识也亟须进一步提高,2
753,5251364,2014年8月，有人通过乌云提交漏洞称，国内一大批快捷酒店开房记录被泄露，泄露住客开房信息的如家等酒店全部或者部分使用了浙江慧达驿站网络有限公司开发的酒店WiFi管理、认证管理系统，慧达驿站在服务器上实时存储了这些酒店客户的记录，包括客户名、身份证号、开房日期和房间号等隐私信息,2
754,5251364,随之而来的，在线查询部分酒店住客信息的网站也开始出现，并迅速在网上流传,2
755,5251364,泄露的已经泄露了，对于中招者来说，姓名、身份证号、手机号都不是能随便换掉的,2
756,5251364,或许就开了一次房，留下的是长远的伤害,2
757,5251364,2014年9月工信部颁布了《电话用户真实身份信息登记规定》和《电信和互联网用户个人信息保护规定》，“手机实名制”一度被解读为对虚开号卡、垃圾短信、诈骗短信等行为的一种遏制,2
758,5251364,奇怪的是政策实施了两个多月，用户手机中的垃圾短信并没有消停，究其原因竟是伪基站作怪,2
759,5251364,该事件引发舆论关注后，全国多地公安部门迅速行动，接连破获多起非法基站案件，查获了一批伪基站,2
760,5251364,继续，伪基站已经成为垃圾短信的主要源头，而这些伪基站不仅对市民日常生活造成骚扰，甚至威胁了其财产安全，也对通信运营商的网络质量和安全，以及一些金融机构的形象造成了恶劣影响,2
761,5251364,2014年9月安卓系统WebView开发接口引发的挂马漏洞为例，看看一长串中招的应用名单：手机QQ、微信、百度、快播，以及QQ浏览器、360手机浏览器、UC浏览器、金山猎豹浏览器等绝大多数手机浏览器,2
762,5251364,血淋淋的事实也告诉我们，不靠谱的链接千万不要点,2
763,5251364,对手机来说：中招很危险，后果很严重,2
764,5251364,"<xmlnamespaceprefix=""o""ns=""urn:schemas/microsoft/com:office:office"">",2
765,5251364,加强自我的防范意识，在现阶段上网时，首先，注意如非必要，不要填写过于真实的个人信息或只进行简单填写，切记避免网上随意填写表格的现象；其次，尽量选择安全保障能力强的网站储存重要的个人信息，如果必须进行信息往来的，但对其保护措施不了解的情况，争取能够与委托对象签订保密责任，这样就会对自己的利益建立起一个保护屏障等,2
766,5251364,只有树立起“防人之心”的意识，你的个人隐私才有较好的保障,2
767,5251364,另外还要注意以下几点：注册名当我们在网络上注册ID的时候，很容易暴露我们的身份信息,2
768,5251364,有些同学甚至图省事，以自己的手机号或者QQ号为网名，在这种情况下，自己的重要信息不经意之间就已经泄露殆禁用cookies网站搜集用户数据主要利用cookies，这是计算机自带的一项功能，用于辨别用户的身份,2
769,5251364,"我们可对Cookie进行适当设置：打开""工具/Internet选项""中的""隐私""选项卡（注意该设置只在IE6.0中存在，其他版本IE可以单击""工具/Internet选项",5
770,5251364,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
771,5251364,该域名对应的实际IP地址：114.215.217.115,2
772,5251364,局域网组网主要设备和功用：1、宽带路由器：一个作用是连通不同的网络，另一个作用是选择信息传送的线路,2
773,5251364,2、交换机：主要功能就是实现多台计算机的互连互通，相当于文前提到的“中间人”的作用,2
774,5251364,3、网卡、网线：作用是将数据分解为数据包再发送至网络,2
775,5251364,协议本质上无非是一种网上交流的约定，由于联网的计算机类型可以各不相同，各自使用的操作系统和应用软件也不尽相同，为了保持彼此之间实现信息交换和资源共享，它们必须具有共同的语言，交流什么、怎样交流及何时交流，都必须遵行某种互相都能够接受的规则,2
776,5251364,常用协议折叠编辑本段TCP/IP协议折叠毫无疑问是这三大协议中最重要的一个，作为互联网的基础协议，没有它就根本不可能上网，任何和互联网有关的操作都离不开TCP/IP协议,2
777,5251364,不过TCP/IP协议也是这三大协议中配置起来最麻烦的一个，单机上网还好，而通过局域网访问互联网的话，就要详细设置IP地址，网关，子网掩码，DNS服务器等参数,2
